area,broker,community,features,floor,image_urls,model,phones,position,price,release_time,subway,title 
38平米,吴薇,万达西安ONE,"<span class=""text"">万达西安One，总建筑面积约170万㎡，是继万达.伦敦One、万达.芝加哥One后，万达集团打造的国内首部One系产品，将创造五大城市功能于一身的国际综合体，摩天写字楼群，超前沿的公园生态办公文明、万达环球MALL时尚消费体验，项目规划500米西北标志性建筑。</span>,<span class=""text"">公交线路：乘608路、32路、700路、206路、411路、324路到木塔寺遗址公园下车。 地铁线路：乘地铁6号线（在建中）在木塔寺站下车，8号、11号规划中，这里将是地铁三线换乘，交通极其方便。</span>,<span class=""text"">公交线路：乘608路、32路、700路、206路、411路、324路到木塔寺遗址公园下车。 地铁线路：乘地铁6号线（在建中）在木塔寺站下车，8号、11号规划中，这里将是地铁三线换乘，交通极其方便。</span>",中楼层 (共19层),,1室1厅1卫  ,"<div class=""phone"">
              4008607665
                              <span>转</span>
                1315
                          </div>",雁塔,"<span class=""total"">3500</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",86天前发布,暂无数据,"<h1 class=""main"">Loft毛坯房 商住/办公，业主诚心出租</h1>"
173平米,王行,锦园新世纪,"<span class=""text"">西安锦园新世纪花园社区占地面积450亩，总建筑面积52万平方米，其中住宅建筑面积45.94平方米，总居住户数3412户，是二环内罕有的大规模、全配套、高绿化的住宅社区。</span>,<span class=""text"">商场：家乐超市、三棵树超市、宜居超市、世纪金花、人人乐、华润万家 .苏宁电器 国美电器 明珠家居 医院:唐城医院、铁指医院、大明宫社区医院、凤城医院、长安医院、西京医院、唐都医院</span>,<span class=""text"">明珠家居站： 二环1号线、 二环2号线、316、211、523；锦园新世纪站：36;、230、409、510、230区间 地铁2号线大明宫西站</span>",低楼层 (共25层),,4室2厅2卫  ,"<div class=""phone"">
              4008600615
                              <span>转</span>
                1220
                          </div>",未央,"<span class=""total"">5200</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",35天前发布,暂无数据,"<h1 class=""main"">锦园社区商助两用。交通便利，人流密集。</h1>"
37平米,白瑞,万科金域国际,"<span class=""text"">商场：金鹰国际、T11 BLOCK、民生家乐、东方尚购等 银行：平安银行、建设银行、农业银行、中信银行、重庆银行等</span>,<span class=""text"">小区紧挨唐延路、门口就是高新一路口公交站，停靠车辆有35、K35、184。交通便利</span>,<span class=""text"">高新区科技三路，万科金域国际， 空置37平LOFT 。高新一 小旁，陪读房</span>",高楼层 (共23层),"https://image1.ljcdn.com/610100-inspection/34e265de-c2a5-4541-8766-65000cfa66fc.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/03ffcceb-cd53-4943-ae3c-ce414b051c46.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/584b31a9-ef5a-4d44-868b-d6d265e8efb1.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/ee0465d8-91f4-466e-8fec-b36d23111ba8.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/7f50622a-a64f-4cca-aa5e-1f1cc586264d.jpg.600x450.jpg",1室1厅1卫  ,"<div class=""phone"">
              4008605058
                              <span>转</span>
                5571
                          </div>",雁塔,"<span class=""total"">3200</span>,<span class=""unit"">
        <i></i><span>元/月</span>
      </span>",63天前发布,暂无数据,"<h1 class=""main"">高新一 小旁 地处高新区繁华地段 交通购物休闲方便</h1>"
25平米,范莉莉,高速太白锦苑,,地下室 (共0层),"https://image1.ljcdn.com/610100-inspection/8b2b2e8c-519f-4578-b523-7477ed3a7141.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/4561dfd3-21ea-487d-9b07-4451e9dc3942.jpg.600x450.jpg",1室0厅0卫  ,"<div class=""phone"">
              4008600556
                              <span>转</span>
                2237
                          </div>",雁塔,"<span class=""total"">450</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",28天前发布,暂无数据,"<h1 class=""main"">高速太白锦苑 1室0厅 450元</h1>"
49平米,何艳珍,罗马景福城,,高楼层 (共22层),,1室1厅1卫  ,"<div class=""phone"">
              4008598897
                              <span>转</span>
                0172
                          </div>",雁塔,"<span class=""total"">2300</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",32天前发布,暂无数据,"<h1 class=""main"">罗马景福城 1室1厅 2300元</h1>"
171.71平米,陈良,旭景名园,"<span class=""text"">此房为南北通透户型 主卧朝南 打开门就能形成很好的自然通风 主卧及其他房间布局合理 户型方正，家具家电齐全，布局合理，办公居住都可。</span>,<span class=""text"">旭景名园的建筑设计院同样令人着迷。新颖的蝶形设计，户户直面宽阔、碧翠的庭园，俊朗挺拔的外型气宇非凡。在和谐的蓝与绿的底色中，小高层和中高层错落分布、温馨的立面色彩配上恬静的艺术构件，大幅面的玻、蓝色的线型支架、外挑的露台和振翅欲飞的</span>,<span class=""text"">商场： 人人乐，大润发，开元商场 医院：民航医院 军工医院 邮局：劳动南路邮政储蓄 银行：中行，农行，交行，中国银行 ，农业..</span>",中楼层 (共25层),"https://image1.ljcdn.com/610100-inspection/c72857ba-a024-4868-aae9-423323c4ea40.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/f79bfbd2-74e4-46d7-9e23-7040caf3cde6.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/2a360790-2757-4d0c-8532-ed8a390cd58f.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/f956953c-6fb9-4da1-86b5-1e7bf5cfa6e6.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/4435e8ab-8117-492e-ac2a-54137f87f2e5.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/9c96359f-4e16-4da1-8a77-bd9da3df9f8f.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/b12aff8b-9369-48d8-91e8-05c3c367a282.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/280dcfad-e40f-4b0f-9145-57ff0ea1b24c.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/1bddd3d6-6f36-4bd2-a7b4-0bd6e47ebec2.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/1d868fdf-8599-4b1d-bf79-a2d157385358.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/e7ede642-977b-45e6-9707-4314277173b0.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/0da45360-ed2e-46ff-8bc4-bb76849ff1ff.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/248bc740-99ee-47fa-bec8-779be31df2bf.jpg.600x450.jpg",4室2厅2卫  ,"<div class=""phone"">
              4008955205
                              <span>转</span>
                9361
                          </div>",莲湖,"<span class=""total"">5000</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",37天前发布,暂无数据,"<h1 class=""main"">西稍门 旭景名园 精装四居室家具家电全配办公居住都可</h1>"
38平米,董文起,万达西安ONE,"<span class=""text"">轨道交通：6号线丈八六路 公交路线：608路、32路、700路、206路、411路、324路到木塔寺遗址公园下车即到。高新1号线、高新4号线等到科技六路中段即可。 交通方式：驾车至唐延路与科技六路交汇处即到</span>,<span class=""text"">外围配套：木塔寨公园，唐城墙遗址公园，新纪元公园，永阳公园 内部配套： 15万㎡国际购物zhong心、400米超高层写字楼、城市公园hao宅、gao端公寓和party&amp;park时尚shang业街区</span>,<span class=""text"">万达·西安one总建筑面积约170万㎡，是万达集团斥资200亿元打造的大型综合体项目。项目位居高新CBD【科技六路与唐延路交汇处】，坐享唐城墙遗址公园、木塔寺公园等城市资源，打造yin领西安、辐射西北的shi界级城市综合体</span>",高楼层 (共19层),"https://image1.ljcdn.com/610100-inspection/d6079c40-400f-44c4-9ddf-6e3e6bdeae10.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/210c45c0-69f1-400f-b941-7003f537b623.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/ecc81f4c-f238-4e18-a752-fcd83140ac8e.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/91c4fedb-3689-45c4-95e2-a186cbfd12ba.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/68a12952-c5ed-429a-a8c7-09d9ba5f3b23.jpg.600x450.jpg",1室1厅1卫  ,"<div class=""phone"">
              4008600556
                              <span>转</span>
                4140
                          </div>",雁塔,"<span class=""total"">3500</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",37天前发布,暂无数据,"<h1 class=""main"">万达&amp;middot;西安one 毛坯房Loft，位置优越</h1>"
38平米,董文起,万达西安ONE,"<span class=""text"">轨道交通：6号线丈八六路 公交路线：608路、32路、700路、206路、411路、324路到木塔寺遗址公园下车即到。高新1号线、高新4号线等到科技六路中段即可。 交通方式：驾车至唐延路与科技六路交汇处即到</span>,<span class=""text"">外围配套：木塔寨公园，唐城墙遗址公园，新纪元公园，永阳公园 内部配套： 15万㎡国际购物zhong心、400米超高层写字楼、城市公园hao宅、gao端公寓和party&amp;park时尚shang业街区</span>,<span class=""text"">万达·西安one总建筑面积约170万㎡，是万达集团斥资200亿元打造的大型综合体项目。项目位居高新CBD【科技六路与唐延路交汇处】，坐享唐城墙遗址公园、木塔寺公园等城市资源，打造yin领西安、辐射西北的shi界级城市综合体</span>",高楼层 (共19层),"https://image1.ljcdn.com/610100-inspection/44791c5a-63a6-4303-911d-a10f8e907bf8.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/be0de269-18ff-477c-9fdf-ff4bc925ab3f.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/5e1f720c-9344-4589-b7dd-e01ae1b45519.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/f14b16bb-1922-4347-9805-fa7a32514e39.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/54bd99e6-b4d0-4c49-ac89-10d2f63cae41.jpg.600x450.jpg",1室1厅1卫  ,"<div class=""phone"">
              4008600556
                              <span>转</span>
                4140
                          </div>",雁塔,"<span class=""total"">3500</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",37天前发布,暂无数据,"<h1 class=""main"">万达&amp;middot;西安one 毛坯房Loft，位置优越</h1>"
38平米,董文起,万达西安ONE,"<span class=""text"">轨道交通：6号线丈八六路 公交路线：608路、32路、700路、206路、411路、324路到木塔寺遗址公园下车即到。高新1号线、高新4号线等到科技六路中段即可。 交通方式：驾车至唐延路与科技六路交汇处即到</span>,<span class=""text"">外围配套：木塔寨公园，唐城墙遗址公园，新纪元公园，永阳公园 内部配套： 15万㎡国际购物zhong心、400米超高层写字楼、城市公园hao宅、gao端公寓和party&amp;park时尚shang业街区</span>,<span class=""text"">万达·西安one总建筑面积约170万㎡，是万达集团斥资200亿元打造的大型综合体项目。项目位居高新CBD【科技六路与唐延路交汇处】，坐享唐城墙遗址公园、木塔寺公园等城市资源，打造yin领西安、辐射西北的shi界级城市综合体</span>",高楼层 (共19层),"https://image1.ljcdn.com/610100-inspection/90a7ccf1-5bf9-496e-b916-9de99180c976.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/c5d5e3d2-b1d3-4679-9003-08c8082fdf35.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/a338b62f-69fd-4d0b-aebd-3d31ea7e6d2c.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/d4e93cbf-a1ef-4487-a34b-37a59882067f.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/cfa5e349-1103-4a47-94b7-c01664a5be1b.jpg.600x450.jpg",1室1厅1卫  ,"<div class=""phone"">
              4008600556
                              <span>转</span>
                4140
                          </div>",雁塔,"<span class=""total"">3500</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",37天前发布,暂无数据,"<h1 class=""main"">万达&amp;middot;西安one 毛坯房Loft，位置优越</h1>"
48平米,焦昱栋,锦业时代,,中楼层 (共32层),,1室1厅1卫  ,"<div class=""phone"">
              4008692096
                              <span>转</span>
                5664
                          </div>",雁塔,"<span class=""total"">2000</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",35天前发布,暂无数据,"<h1 class=""main"">锦业时代 1室1厅 2000元</h1>"
38平米,董文起,万达西安ONE,"<span class=""text"">轨道交通：6号线丈八六路 公交路线：608路、32路、700路、206路、411路、324路到木塔寺遗址公园下车即到。高新1号线、高新4号线等到科技六路中段即可。 交通方式：驾车至唐延路与科技六路交汇处即到</span>,<span class=""text"">外围配套：木塔寨公园，唐城墙遗址公园，新纪元公园，永阳公园 内部配套： 15万㎡国际购物zhong心、400米超高层写字楼、城市公园hao宅、gao端公寓和party&amp;park时尚shang业街区</span>,<span class=""text"">万达·西安one总建筑面积约170万㎡，是万达集团斥资200亿元打造的大型综合体项目。项目位居高新CBD【科技六路与唐延路交汇处】，坐享唐城墙遗址公园、木塔寺公园等城市资源，打造yin领西安、辐射西北的shi界级城市综合体</span>",高楼层 (共19层),"https://image1.ljcdn.com/610100-inspection/b1ee24f4-98de-495e-a501-27d5f394d29f.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/b2bc74d1-b6f4-481e-9caa-c79a0988944a.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/fcde773e-0784-4142-b421-050c87f70ce7.jpg.600x450.jpg,https://image1.ljcdn.com/610100-inspection/caf78840-a38c-4d21-82d8-45e73452da6f.jpg.600x450.jpg,https://image1.ljcdn.com/x-se/610100-frame/42e4f1a4-62b3-4caf-8085-2e8c82348eba.jpg.600x450.jpg",1室1厅1卫  ,"<div class=""phone"">
              4008600556
                              <span>转</span>
                4140
                          </div>",雁塔,"<span class=""total"">3500</span>,<span class=""unit"">
        <span>元/月</span>
      </span>",37天前发布,暂无数据,"<h1 class=""main"">万达&amp;middot;西安one 毛坯房Loft，位置优越</h1>"
